"LOCATION","STATUS","DESCRIPTION","ADDRESS1","ADDRESS2","CITY","STATE","ZIP"
"L0225","A","St. Helena","1451 Main Street"," ","St. Helena","CA","94574"
"L0226","A","Sonoma","201 West Napa Street"," ","Sonoma","CA","95476"
"L0227","A","Citrus Heights","7381 Greenback Lane"," ","Citrus Heights","CA","95621"
"L0229","A","Lodi","229 S Church Street"," ","Lodi","CA","95240"
"L0231","A","Healdsburg","450 Center Street"," ","Healdsburg","CA","95448"
"L0232","A","Rohnert Park","6301 State Farm Drive"," ","Rohnert Park","CA","94928"
"L0233","A","Forestville","6661 Front Street"," ","Forestville","CA","95436"
"L0234","A","Petaluma Main","20 Petaluma Boulevard South"," ","Petaluma","CA","94952"
"L0235","A","Coddingtown","200 Coddingtown Mall"," ","Santa Rosa","CA","95401"
"L0236","A","Danville","307 Diablo Rd"," ","Danville","CA","94526"
"L0238","A","Pittsburg","2900 Railroad Avenue"," ","Pittsburg","CA","94565"
"L0239","A","So. Lake Tahoe","2161 Lake Tahoe Boulevard"," ","So. Lake Tahoe","CA","96150"
"L0240","A","Fairfield Main","800 Jefferson Street"," ","Fairfield","CA","94533-0970"
"L0241","A","Livermore","2287 Second Street"," ","Livermore","CA","94550"
"L0242","A","Burlingame","149 Park Road"," ","Burlingame","CA","94010"
"L0243","A","Lincoln City","4659 SW Highway 101"," ","Lincoln City","OR","97367"
"L0244","A","Siletz","204 Gaither Street","P.O. Box 207","Siletz","OR","97380"
"L0245","A","Newport","248 SW Coast Hwy"," ","Newport","OR","97365"
"L0246","A","Toledo","112 S Main Street"," ","Toledo","OR","97391"
"L0247","A","Yachats","501 N Hwy 101","P.O. Box 268","Yachats","OR","97498"
"L0248","A","Beaverton","2921 S.W. Cedar Hills Blvd"," ","Beaverton","OR","97005"
"L0250","A","Lancaster","2157 Lancaster Drive, NE"," ","Salem","OR","97305"
"L0251","A","Nampa","1313 Caldwell Boulevard"," ","Nampa","ID","83651"
"L0252","A","Raleigh Hills","6521 SW Beaverton-Hillsdale Hw"," ","Portland","OR","97225"
"L0255","A","Emerald Boise","9140 W Emerald","Suite 100","Boise","ID","83704"
"L0257","A","The Dalles","120 E Fourth Street"," ","The Dalles","OR","97058"
"L0258","A","Pendleton","416 SW 20th Street"," ","Pendleton","OR","97801"
"L0259","A","Madras","12th SW Fifth Street"," ","Madras","OR","97741"
"L0262","A","Kennewick","7525 W Canal Drive"," ","Kennewick","WA","99336"
"L0263","A","Parkade","2 E Kennewick Avenue"," ","Kennewick","WA","99336"
"L0264","A","Pasco","1115 W Clark Street"," ","Pasco","WA","99301"
"L0265","A","Richland","1045 George Washington Way"," ","Richland","WA","99352"
"L0266","A","Yakima","522 E Yakima Avenue"," ","Yakima","WA","98901"
"L0267","A","Ellensburg","312 N Ruby Street"," ","Ellensburg","WA","98926"
"L0268","A","Riverview","3525 W Court Street"," ","Pasco","WA","99301"
"L0270","A","Sparks","855 Sparks Boulevard"," ","Sparks","NV","89434"
"L0272","A","Tahoe City","150 West Lake Boulevard","PO Box 5759","Tahoe City","CA","96145"
"L0273","A","Truckee Gateway","11202 Donner Pass Road"," ","Truckee","CA","96161"
"L0274","A","South Grass Valley","736-D Taylorville Road"," ","Grass Valley","CA","95949"
"L0275","A","Grass Valley","460 Brunswick Road"," ","Grass Valley","CA","95945"
"L0276","A","Kings Beach","200 Bear Street","P.O. Box 1769","Kings Beach","CA","96143"
"L0277","A","Auburn","13422 Lincoln Way"," ","Auburn","CA","95603"
"L0280","A","Reno Regional Building","4950 Kietzke Lane"," ","Reno","NV","89509"
"L0281","A","Carson City","2976 North Carson"," ","Carson City","NV","89703"
"L0282","A","Vacaville","330 Davis Street"," ","Vacaville","CA","95688"
"L0283","A","Vallejo Downtown","303 Sacramento Street"," ","Vallejo","CA","94590"
"L0284","A","Benicia","1001 First Street"," ","Benicia","CA","94510"
"L0286","A","Oliver Road","1300 Oliver Road"," ","Fairfield","CA","94533"
"L0287","A","Park Place","4300 Sonoma Boulevard","Suite 300","Vallejo","CA","94589"
"L0288","A","Sahara","2980 W Sahara"," ","Las Vegas","NV","89102"
"L0290","A","North Las Vegas","4050 Losee Road"," ","North Las Vegas","NV","89030"
"L0291","A","Rainbow","2925 S Rainbow"," ","Las Vegas","NV","89146"
"L0292","A","Tropicana","4813 S Eastern"," ","Las Vegas","NV","89119"
"L0293","A","701 N Valle Verde","701 N Valle Verde"," ","Henderson","NV","89014"
"L0294","A","The Lakes","9021 W Sahara"," ","Las Vegas","NV","89117"
"L0295","A","East Central","5401 Central Avenue NE"," ","Albuquerque","NM","87108"
"L0296","A","Eubank","2101 Eubank Boulevard NE"," ","Albuquerque","NM","87112"
"L0297","A","Adobe Acres","3733 Isleta Boulevard SW"," ","Albuquerque","NM","87105"
"L0298","A","West Central","5228 Central Avenue SW"," ","Albuquerque","NM","87105"
"L0299","A","Del Norte","4221 San Mateo Boulevard"," ","Albuquerque","NM","87110"
"L0300","A","Manzano","780 Juan Tabo NE"," ","Albuquerque","NM","87123"
"L0301","A","Sandia Plaza","3201 Juan Tabo NE"," ","Albuquerque","NM","87111"
"L0303","A","Cedar Crest","12127 N Highway 14"," ","Cedar Crest","NM","87008"
"L0304","A","Grand Avenue","500 Dr Martin Luther King"," ","Albuquerque","NM","87102"
"L0305","A","Cottonwood","10050 Coors Bypass Blvd, N"," ","Albuquerque","NM","87114"
"L0306","A","Coronado","5901 Menaul Boulevard NE"," ","Albuquerque","NM","87110"
"L0307","A","5501 Jefferson NE","5501 Jefferson NE"," ","Albuquerque","NM","87109"
"L0308","A","Academy","6701 Academy Road NE"," ","Albuquerque","NM","87109"
"L0309","A","Guadalupe-Smiths","6125 Fourth Street NW"," ","Albuquerque","NM","87107"
"L0310","A","Carlisle","1422 Carlisle Boulevard NE"," ","Albuquerque","NM","87110"
"L0311","A","Rio Rancho","3735 Southern Boulevard SE"," ","Rio Rancho","NM","87124"
"L0314","A","Los Lunas Albertsons","2351 Main Street SE"," ","Los Lunas","NM","87031"
"L0315","A","South Coors - Albertsons","6600 Central Avenue SW"," ","Albuquerque","NM","87121"
"L0317","A","Telshor","795 S Telshor"," ","Las Cruces","NM","88011"
"L0321","A","Montgomery Street","180 Montgomery Street"," ","San Francisco","CA","94104"
"L0324","A","Sacramento Response Rd","1651 Response Road"," ","Sacramento","CA","95815"
"L0374","A","Cerritos","17303 Carmenita Road"," ","Cerritos","CA","90703"
"L0375","A","Porter Ranch","19953 Rinaldi"," ","Porter Ranch","CA","91326"
"L0376","A","Mission Viejo","26941 Crown Valley Parkway"," ","Mission Viejo","CA","92691"
"L0377","A","Valencia","27011 McBean Pkwy"," ","Valencia","CA","91355"
"L0379","A","Oxnard","371 West Esplanade Drive"," ","Oxnard","CA","93036"
"L0382","A","Monterey Park Service Center","1977 Saturn St."," ","Monterey Park","CA","91755"
"L0385","A","Marquette Building","500 Marquette NW","Suite 1400","Albuquerque","NM","87102"
"L0386","A","Trinity Capital","475 Sansome St."," ","San Francisco","CA","94111"
"L0389","A","Long Beach City Place","496 Long Beach Blvd."," ","Long Beach","CA","90802"
"L0391","A","Ontario","505 Sunset Drive"," ","Ontario","OR","97914"
"L0392","A","Brentwood","4540 Balfour Road"," ","Brentwood","CA","94513"
"L0395","A","1901 N. Roselle Road Suite 800","1901 N. Roselle Road","Suite 800","Schaumburg","IL","60195"
"L0396","A","Fruitvale Station Office","3062 East 9th Street"," ","Oakland","CA","94601"
"L0398","A","North Coast AgriBusines/NAPA","700 Main Street","Suite 212","Napa","CA","94559"
"L0400","A","General Alaska"," "," "," ","AK",""
"L0401","A","Gereral Alabama"," "," "," ","AL",""
"L0402","A","General Arizona"," "," "," ","AZ",""
"L0403","A","General Arkansas"," "," "," ","AR",""
"L0404","A","General California"," "," "," ","CA",""
"L0405","A","General Colorado"," "," "," ","CO",""
"L0406","A","General Connecticut"," "," "," ","CT",""
"L0407","A","General Delaware"," "," "," ","DE",""
"L0408","A","General Florida"," "," "," ","FL",""
"L0409","A","General Georgia"," "," "," ","GA",""
"L0410","A","General Hawaii"," "," "," ","HI",""
"L0411","A","General Iowa"," "," "," ","IA",""
"L0412","A","General Idaho"," "," "," ","ID",""
"L0413","A","General Illinois"," "," "," ","IL",""
"L0414","A","General Indiana"," "," "," ","IN",""
"L0415","A","General Kansas"," "," "," ","KS",""
"L0416","A","General Kentucky"," "," "," ","KY",""
"L0417","A","General Louisana"," "," "," ","LA",""
"L0418","A","General Massachusetts"," "," "," ","MA",""
"L0419","A","General Maryland"," "," "," ","MD",""
"L0420","A","General Maine"," "," "," ","ME",""
"L0421","A","General Michigan"," "," "," ","MI",""
"L0422","A","General Minnesota"," "," "," ","MN",""
"L0423","A","General Missouri"," "," "," ","MO",""
"L0424","A","General Mississippi"," "," "," ","MS",""
"L0425","A","General Montana"," "," "," ","MT",""
"L0426","A","General No Carolina"," "," "," ","NC",""
"L0427","A","General No Dakota"," "," "," ","ND",""
"L0428","A","General Nebraska"," "," "," ","NE",""
"L0429","A","General New Hampshire"," "," "," ","NH",""
"L0430","A","General New Jersey"," "," "," ","NJ",""
"L0431","A","General New Mexico"," "," "," ","NM",""
"L0432","A","General Nevada"," "," "," ","NV",""
"L0433","A","General New York"," "," "," ","NY",""
"L0434","A","General Ohio"," "," "," ","OH",""
"L0435","A","General Oklahoma"," "," "," ","OK",""
"L0436","A","General Oregon"," "," "," ","OR",""
"L0437","A","General Pennsylvania"," "," "," ","PA",""
"L0438","A","General Puerto Rico"," "," "," ","PR",""
"L0439","A","General Rhode Island"," "," "," ","RI",""
"L0440","A","General So Carolina"," "," "," ","SC",""
"L0441","A","General So Dakota"," "," "," ","SD",""
"L0442","A","General Tennessee"," "," "," ","TN",""
"L0443","A","General Texas"," "," "," ","TX",""
"L0444","A","General Utah"," "," "," ","UT",""
"L0445","A","General Virginia"," "," "," ","VA",""
"L0446","A","General Virgin Islands"," "," "," ","VI",""
"L0447","A","General Vermont"," "," "," ","VT",""
"L0448","A","General Washington"," "," "," ","WA",""
"L0449","A","General Wisconsin"," "," "," ","WI",""
"L0450","A","General West Virginia"," "," "," ","WV",""
"L0451","A","General Wyoming"," "," "," ","WY",""
"L0454","A","Grossmont Center","8690 Center Drive"," ","La Mesa","CA","91942"
"L0455","A","El Cajon","1234 East Main Street"," ","El Cajon","CA","92021"
"L0456","A","Santee","8867 Cuyamaca Street"," ","Santee","CA","92071"
"L0457","A","Casa De Oro","9832 Campo Road"," ","Spring Valley","CA","91977"
"L0458","A","Las Cruces","201 N Church"," ","Las Cruces","NM","88001"
"L0460","A","Anthony","300 N Anthony Drive","P.O. Box 2660","Anthony","NM","88021"
"L0461","A","Hatch","130 Franklin Street","PO Box 333","Hatch","NM","87937"
"L0464","A","520 Main Ave","520 Main Ave"," ","Fargo","ND","58124"
"L0467","A","Fargo - 32nd Ave","3203 32nd Ave"," ","Fargo","ND","58103"
"L0468","A","Cooperstown","901 Burrel Ave","PO Box 528","Cooperstown","ND","58425"
"L0469","A","Dickinson","150 West Villard"," ","Dickinson","ND","58601"
"L0470","A","Beach","115 Central Ave South","PO Box 100","Beach","ND","58621"
"L0471","A","Lemmon","214 Main Avenue"," ","Lemmon","SD","57638"
"L0472","A","Ada","412 East Main"," ","Ada","MN","56510"
"L0473","A","Breckenridge Red River Valley","408 Minnesota Ave"," ","Breckenridge","MN","56520"
"L0474","A","Lidgerwood","50 Wiley Ave"," ","Lidgerwood","ND","58053"
"L0475","A","Wahpeton","501 Dakota Ave"," ","Wahpeton","ND","58075"
"L0477","A","Gettysburg","104 North Exene St"," ","Gettysburg","SD","57442"
"L0478","A","Huron","76 3rd Street SW"," ","Huron","SD","57350"
"L0479","A","Little Falls","65 East Broadway"," ","Little Falls","MN","56345"
"L0480","A","Elbow Lake","14 Central Ave S"," ","Elbow Lake","MN","56531"
"L0484","A","Benson","1302 Atlantic Ave"," ","Benson","MN","56215"
"L0485","A","Wheaton","1024 Broadway","PO Box 425","Wheaton","MN","56296"
"L0486","A","Paynesville","201 West James Street","PO Box 107","Paynesville","MN","56362"
"L0488","A","Ivanhoe","323 North Norman"," ","Ivanhoe","MN","56142"
"L0489","A","Marshall","1410 East College Drive","P.O. Box 519","Marshall","MN","56258"
"L0490","A","Minneota","123 North Jefferson"," ","Minneota","MN","56264"
"L0491","A","Redfield","26 East Seventh Ave","P.O. Box 620","Redfield","SD","57469"
"L0492","A","Clark","125 North Commercial","P.O. Box 257","Clark","SD","57225"
"L0493","A","Corsica","135 Main Street","P.O. Box 260","Corsica","SD","57328"
"L0494","A","Hot Springs","137 South Chicago St","P.O. Box 999","Hot Springs","SD","57747"
"L0495","A","Hot Spring Drive Up","137 South Chicago"," ","Hot Springs","SD","57747"
"L0496","A","Vermillion","15 East Main Street"," ","Vermillion","SD","57069"
"L0497","A","Platte","403 Main Street","P.O. Box 227","Platte","SD","57369"
"L0498","A","Windom","203 10th Street","P.O. Box 219","Windom","MN","56101"
"L0499","A","Lakefield","204 Main Street","P.O. Box 159","Lakefield","MN","56150"
"L0500","A","Caledonia","124 East Grove Street"," ","Caledonia","MN","55921"
"L0501","A","Worthington Main","1027 4th Ave","P.O. Box 699","Worthington","MN","56187"
"L0503","A","Mabel","101 East Newburg"," ","Mabel","MN","55954"
"L0504","A","Decorah","120 W Water Street"," ","Decorah","IA","52101"
"L0506","A","Protivin","109 North Main Street"," ","Protivin","IA","52163"
"L0507","A","Alliance","224 Box Butte"," ","Alliance","NE","69301"
"L0509","A","Hemingford","809 Box Butte"," ","Hemingford","NE","69348"
"L0510","A","Bridgeport","10th and Main","P.O. Box 698","Bridgeport","NE","69336"
"L0511","A","Valentine","402 Main Street"," ","Valentine","NE","69201"
"L0514","A","Chadron","210 W 3rd Street"," ","Chadron","NE","69337"
"L0515","A","Gordon","205 North Main Street"," ","Gordon","NE","69343"
"L0518","A","Ramsey","14125 St.Francis Blvd"," ","Ramsey","MN","55303"
"L0520","A","Blaine","10930 Club West Parkway"," ","Blaine","MN","55449"
"L0522","A","Spooner Main","118 Elm Street"," ","Spooner","WI","54801"
"L0525","A","Laramie","222 Garfield Street"," ","Laramie","WY","82070"
"L0526","A","Sterling","130 North 3rd Street","P.O. Box 1848","Sterling","CO","80751"
"L0527","A","Holyoke","125 South Baxter","P.O. Box 357","Holyoke","CO","80734"
"L0528","A","Burlington","502 14th Street","P.O. Box 518","Burlington","CO","80807"
"L0529","A","Fort Morgan","120 E Kiowa","P.O. Box 550","Fort Morgan","CO","80701"
"L0530","A","Boulder-Arapahoe","3800 Arapahoe Ave"," ","Boulder","CO","80303"
"L0533","A","Longmont-Hover","1610 Hover Street"," ","Longmont","CO","80501"
"L0535","A","Lyons","303 Main Street","P.O. Box 920","Lyons","CO","80540"
"L0536","A","Niwot","97 2nd Ave","P.O. Box 1109","Niwot","CO","80544"
"L0537","A","Berthoud","415 Mountain Ave","P.O. Box 1139","Berthoud","CO","80513"
"L0538","A","Greeley-10th","4290 W 10th Street"," ","Greeley","CO","80634"
"L0540","A","Cheyenne Downtown","1800 Carey Ave"," ","Cheyenne","WY","82001"
"L0541","A","Cheyenne North","1515 Dell Range Blvd"," ","Cheyenne","WY","82009"
"L0542","A","Cheyenne East","2200 East Lincoln Way"," ","Cheyenne","WY","82001"
"L0544","A","Fort Collins-Horsetooth","1075 W Horsetooth"," ","Fort Collins","CO","80526"
"L0545","A","Steamboat Springs","555 Lincoln Ave","P.O. Box 772948","Steamboat Springs","CO","80487"
"L0546","A","Craig","139 East Victory Way"," ","Craig","CO","81626"
"L0547","A","Montrose Main","401 E. Main Street"," ","Montrose","CO","81401"
"L0548","A","Salida","146 G Street"," ","Salida","CO","81201"
"L0549","A","Delta","402 Main Street"," ","Delta","CO","81416"
"L0551","A","Gunnison","201 N Main","P.O. Box 60","Gunnison","CO","81230"
"L0553","A","Grand Junction","1211 North 7th Street"," ","Grand Junction","CO","81501"
"L0554","A","Fruita","141 North Park Square"," ","Fruita","CO","81521"
"L0555","A","Fraser","701 South Zerex","P.O. Box 826","Fraser","CO","80442"
"L0556","A","Breckenridge","106 N French","P.O. Box 908","Breckenridge","CO","80424"
"L0557","A","Frisco","1000 North Summit Blvd","P.O. Box 648","Frisco","CO","80443"
"L0558","A","Kremmling","108 South 2nd St","P.O. Box 537","Kremmling","CO","80459"
"L0559","A","Crested Butte","405 Sixth Street","P.O. Box 429","Crested Butte","CO","81224"
"L0561","A","Englewood","501 W. Hampden Ave"," ","Englewood","CO","80110"
"L0562","A","Aurora","10401 East Colfax"," ","Aurora","CO","80010"
"L0563","A","3779 Evergreen Pkwy","3779 Evergreen Pkwy","P.O. Box 2650","Evergreen","CO","80439"
"L0564","A","Conifer","25657 Conifer Road","P.O. Box 339","Conifer","CO","80433"
"L0567","A","Park Meadows","9335 East County Line Road"," ","Centennial","CO","80112"
"L0569","A","Trinidad","213 North Commercial Street"," ","Trinidad","CO","81082"
"L0571","A","Thornton","12000 North Washington"," ","Thornton","CO","80241"
"L0572","A","Kiowa","440 Comanche St.","P.O. Box 8","Kiowa","CO","80117"
"L0573","A","Elizabeth","770 East Kiowa Avenue","P.O. Box 1509","Elizabeth","CO","80107"
"L0574","A","Cottonwood Heights","2011 Blackstone Road"," ","Salt Lake City","UT","84121"
"L0575","A","Salt Lake City","142 East 200 South"," ","Salt Lake City","UT","84111"
"L0576","A","Sandy","140 West 9000 South"," ","Sandy","UT","84070"
"L0577","A","South Valley","3856 West 5400 South"," ","Salt Lake City","UT","84129"
"L0579","A","Layton","683 W Antelope Drive"," ","Layton","UT","84041"
"L0580","A","Jackson","160 West Pearl St.","P.O. Box 528","Jackson","WY","83001"
"L0581","A","Kemmerer","801 Pine Ave"," ","Kemmerer","WY","83101"
"L0582","A","Evanston","848 Main St"," ","Evanston","WY","82930"
"L0583","A","Big Piney","440 Budd Ave","P.O. Box 428","Big Piney","WY","83113"
"L0584","A","Green River","10 Shoshone"," ","Green River","WY","82935"
"L0585","A","Rock Springs","200 North Center Street"," ","Rock Springs","WY","82901"
"L0586","A","Sheridan","2 North Main Street"," ","Sheridan","WY","82801"
"L0587","A","Gillette","520 E. Boxelder","PO Box 1570","Gillette","WY","82718"
"L0588","A","Saratoga Platte Valley","302 North 1st Street","P.O. Box 1650","Saratoga","WY","82331"
"L0589","A","Rawlins","220 4th Street","PO Box 130","Rawlins","WY","82301"
"L0590","A","Wheatland","611 Ninth Street"," ","Wheatland","WY","82201"
"L0591","A","Torrington","2126 East A Street","P.O. Box 1093","Torrington","WY","82240"
"L0592","A","Worland","120 North 7th Street"," ","Worland","WY","82401"
"L0593","A","Douglas","240 South 4th"," ","Douglas","WY","82633"
"L0594","A","Lusk","231 South Main Street","P.O. Box 1236","Lusk","WY","82225"
"L0595","A","Casper","300 South Wolcott"," ","Casper","WY","82601"
"L0596","A","Casper East Drive Up","410 SE Wyoming Blvd"," ","Casper","WY","82609"
"L0597","A","Lander","303 Main Street"," ","Lander","WY","82520"
"L0598","A","Riverton","123 East Main"," ","Riverton","WY","82501"
"L0599","A","Cody","1130 Sheridan Avenue"," ","Cody","WY","82414"
"L0600","A","Meeteetse","1026 Park Ave","PO Box 8","Meeteetse","WY","82433"
"L0602","A","Globe","101 S. Broad Street"," ","Globe","AZ","85501"
"L0603","A","Central Heights","2070 Hwy 60"," ","Miami","AZ","85539"
"L0604","A","Coolidge","260 W. Central Avenue"," ","Coolidge","AZ","85128"
"L0605","A","Tucson Estates","3041 S. Kinney Road"," ","Tucson","AZ","85713"
"L0607","A","Superior","351 Main Street"," ","Superior","AZ","85173"
"L0609","A","Winslow","300 Williamson Ave"," ","Winslow","AZ","86047"
"L0610","A","Eagar/Springerville","387 N. Main Street"," ","Eagar","AZ","85925"
"L0611","A","St.Johns","820 W. Cleveland Street","P.O. Box 279","St.Johns","AZ","85936"
"L0612","A","Holbrook","156 W. Hopi Drive"," ","Holbrook","AZ","86025"
"L0613","A","Heber/Overgaard","1945 Highway 260","P.O. Box 370","Heber","AZ","85928"
"L0615","A","Mayer","13275 Central Ave","P.O. Box 518","Mayer","AZ","86333"
"L0616","A","Tolleson","9502 W. Van Buren Street"," ","Tolleson","AZ","85353"
"L0617","A","Page","480 N. Navajo Drive","P.O. Box 1198","Page","AZ","86040"
"L0618","A","Brookside","3255 W. March Lane","Suite 100","Stockton","CA","95219"
"L0619","A","540 N El Dorado Street","540 N El Dorado Street"," ","Stockton","CA","95202"
"L0620","A","Hammer/West Lane","1440 E. Hammer Lane"," ","Stockton","CA","95210"
"L0622","A","Pershing","5555 N Pershing Ave"," ","Stockton","CA","95207"
"L0623","A","North Stockton","7810 Thornton Road"," ","Stockton","CA","95207"
"L0625","A","Lockeford","13299 E. Highway 88","PO Box 91","Lockeford","CA","95237"
"L0626","A","Weston Ranch","520 Carolyn Weston Blvd","Suite D","Stockton","CA","95206"
"L0627","A","Tracy","810 W Schulte Road"," ","Tracy","CA","95376"
"L0628","A","Ripon","411 W. Main Street"," ","Ripon","CA","95366"
"L0629","A","Pelandale","3801 Pelandale Ave","Suite C","Modesto","CA","95356"
"L0630","A","Oakdale","134 Maag Ave"," ","Oakdale","CA","95361"
"L0631","A","Eastridge","1401 Oakdale Road"," ","Modesto","CA","95355"
"L0632","A","Ceres","2501 E. Whitmore Ave"," ","Ceres","CA","95307"
"L0633","A","Turlock","2101 Fulkerth Road"," ","Turlock","CA","95380"
"L0638","A","Fergus Falls","120 N Mill St"," ","Fergus Falls","MN","56537"
"L0639","A","CFI Rushville","402 E 2nd St","PO Box 10","Rushville","NE","69360"
"L0644","A","La Cueva","7900 Wyoming Blvd  NE"," ","Albuquerque","NM","87109"
"L0647","A","901 H Street","901 H Street"," ","Modesto","CA","95354"
"L0654","A","214 Atlantic Avenue Morris","214 Atlantic Ave"," ","Morris","MN","56267"
"L0661","A","4001 13th Avenue SW","4001 13th Avenue SW"," ","Fargo","ND","58103"
"L0663","A","Inver Grove Heights","9072 Cahill Ave"," ","Inver Grove Heights","MN","55076"
"L0664","A","Lakeville","17533 Cedar Ave"," ","Lakeville","MN","55044"
"L0667","A","Chaska","1435 White Oak Drive"," ","Chaska","MN","55318"
"L0668","A","Wilson Way","560 N Wilson Way"," ","Stockton","CA","95205"
"L0671","A","Koin Tower Suite 1200","222 SW Columbia St","Suite 1200","Portland","OR","97201"
"L0673","A","24th and L","4724 South 24th St."," ","Omaha","NE","68107"
"L0674","A","138th and Q","13737 Q St"," ","Omaha","NE","68137"
"L0675","A","Benson Dundee","5901 NorthWest Radial Highway"," ","Omaha","NE","68104"
"L0676","A","85th and Dodge","8510 West Dodge Rd"," ","Omaha","NE","68114"
"L0677","A","30th and Ames","4503 North 30th St"," ","Omaha","NE","68111"
"L0678","A","Norfolk","602 Norfolk Ave"," ","Norfolk","NE","68701"
"L0679","A","122nd and W.Center","12255 West Center Rd"," ","Omaha","NE","68144"
"L0680","A","90th and Maplewood","3520 North 90th St"," ","Omaha","NE","68134"
"L0681","A","20th and Harney","1921 Harney St"," ","Omaha","NE","68102"
"L0682","A","96th and L","4860 South 96th St."," ","Omaha","NE","68127"
"L0683","A","13220 California St.","13220 California St."," ","Omaha","NE","68154"
"L0689","A","50th and Grover","5007 Grover St."," ","Omaha","NE","68106"
"L0693","A","Eagle Run","13506 W Maple Rd"," ","Omaha","NE","68164"
"L0694","A","168th and Harrison","16808 Harrison St."," ","Omaha","NE","68136"
"L0695","A","180th and Center","18102 Wright St."," ","Omaha","NE","68130"
"L0698","A","Stockyards","3505 L St."," ","Omaha","NE","68107"
"L0699","A","44th and Farnam","4444 Farnam St."," ","Omaha","NE","68131"
"L0701","A","87th and W. Center Rd.","8707 West Center Rd."," ","Omaha","NE","68124"
"L0703","A","Applewood","9707 Q St."," ","Omaha","NE","68127"
"L0704","A","Ada Main OK","606 East Main"," ","Ada","OK","74820"
"L0705","A","Ardmore","321 North Commerce"," ","Ardmore","OK","73401"
"L0708","A","Cushing","421 East Main"," ","Cushing","OK","74023"
"L0709","A","Edmond","1101 North Santa Fe Ave."," ","Edmond","OK","73003"
"L0710","A","Enid","701 West Broadway"," ","Enid","OK","73701"
"L0712","A","Midwest City","1201 South Air Depot Blvd."," ","Midwest City","OK","73110"
"L0713","A","Quail Creek","12000 North Pennsylvania"," ","Oklahoma City","OK","73120"
"L0714","A","89th and Penn","1600 S.W. 89th St."," ","Oklahoma City","OK","73159"
"L0716","A","Penn Plaza","5603 North Pennsylvania"," ","Oklahoma City","OK","73112"
"L0717","A","Northwest Expressway","5757 N.W. Expressway"," ","Warr Acres","OK","73132"
"L0720","A","1417 East Hartford","1417 East Hartford"," ","Ponca City","OK","74604"
"L0721","A","Seminole","1907 North Milt Phillips"," ","Seminole","OK","74868"
"L0722","A","3549 S. Peoria Ave","3549 S.  Peoria Ave"," ","Tulsa","OK","74105"
"L0724","A","Tulsa Southeast","6100 East 51st St."," ","Tulsa","OK","74135"
"L0726","A","7272 East Indian School Road","7272 East Indian School Road","Suite 210","Scottsdale","AZ","85251"
"L0729","A","Tucson Broadway","5151 East Broadway Blvd","Suite 130","Tucson","AZ","85711"
"L0730","A","Tucson Saddlebrooke","63701 East SaddleBrooke Blvd","Suite A","Tucson","AZ","85739"
"L0731","A","Tucson Main","7225 North Oracle Rd."," ","Tucson","AZ","85704"
"L0732","A","Tucson Speedway","7901 East Speedway Blvd."," ","Tucson","AZ","85710"
"L0734","A","Arvada-12880 W 64th","12880 West 64th Ave."," ","Arvada","CO","80004"
"L0735","A","Arvada Carr Building","5805 Carr St."," ","Arvada","CO","80004"
"L0736","A","Aurora-13781 E. Yale","13781 East Yale Ave."," ","Aurora","CO","80014"
"L0737","A","Aurora-Buckingham Building","1389 South Havana St."," ","Aurora","CO","80012"
"L0738","A","Saddlerock","6260 South Gun Club Rd."," ","Aurora","CO","80016"
"L0739","A","Aurora Town Center","700 South Abilene St."," ","Aurora","CO","80012"
"L0740","A","Brighton","1795 East Bridge St."," ","Brighton","CO","80601"
"L0741","A","Broomfield","1000 East 1st Ave."," ","Broomfield","CO","80020"
"L0742","A","16778 East Smoky Hill Rd.","16778 East Smoky Hill Rd."," ","Centennial","CO","80015"
"L0744","A","Arapahoe Plaza","7310 East Arapahoe Rd."," ","Centennial","CO","80112"
"L0745","A","Commerce City","7326 Magnolia St."," ","Commerce City","CO","80022"
"L0748","A","Cherry Creek","2 Steele St."," ","Denver","CO","80206"
"L0749","A","2050 South Downing St.","2050 South Downing St."," ","Denver","CO","80210"
"L0750","A","University Hills","2720 South Colorado Blvd.","Suite 700","Denver","CO","80222"
"L0751","A","Stapleton","2970 Quebec St."," ","Denver","CO","80207"
"L0752","A","Bear Valley","3102 South Sheridan Blvd.","Suite 700","Denver","CO","80227"
"L0754","A","3460 West 38th Ave.","3460 West 38th Ave."," ","Denver","CO","80211"
"L0757","A","Denver Downtown","621 Seventeenth St.","Suite 103","Denver","CO","80293"
"L0758","A","Colorado Regional HQ Blg","600 17th Street","Suite 1500","Denver","CO","80202"
"L0759","A","Bonnie Brae","750 South University Blvd."," ","Denver","CO","80209"
"L0760","A","Tamarac Square","7995 East Hampden Ave."," ","Denver","CO","80231"
"L0761","A","4301 South Broadway","4301 South Broadway"," ","Englewood","CO","80113"
"L0762","A","953 Swede Gulch Rd.","953 Swede Gulch Rd."," ","Evergreen","CO","80439"
"L0764","A","Golden","701 13th Street"," ","Golden","CO","80401"
"L0766","A","Grand Junction-Mesa Mall","2452 Patterson Rd."," ","Grand Junction","CO","81505"
"L0767","A","Greeley","1111 - 11th St."," ","Greeley","CO","80631"
"L0768","A","Greenwood Village","6050 South Holly St."," ","Greenwood Village","CO","80111"
"L0769","A","Highlands Ranch","7120 East County Line Road"," ","Highlands Ranch","CO","80126"
